chemical_name,protein_name
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
imatinib,L01XE01
stanozolol,A14AA02
stanozolol,A14AA02
stanozolol,A14AA02
stanozolol,A14AA02
stanozolol,A14AA02
stanozolol,A14AA02
stanozolol,A14AA02
stanozolol,A14AA02
stanozolol,A14AA02
stanozolol,A14AA02
stanozolol,A14AA02
stanozolol,A14AA02
stanozolol,A14AA02
stanozolol,A14AA02
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
spironolactone,C03DA01
sotalol,C07AA07
sotalol,C07AA07
sotalol,C07AA07
sotalol,C07AA07
risedronate,M05BA07
risedronate,M05BA07
risedronate,M05BA07
3-morpholinosydnonimine,C01DX18
3-morpholinosydnonimine,C01DX18
3-morpholinosydnonimine,C01DX18
3-morpholinosydnonimine,C01DX18
3-morpholinosydnonimine,C01DX18
3-morpholinosydnonimine,C01DX18
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
silymarin,A05BA03
sildenafil,G04BE03
sibutramine,A08AA10
sibutramine,A08AA10
sevoflurane,N01AB08
sevoflurane,N01AB08
sevoflurane,N01AB08
sevoflurane,N01AB08
sevoflurane,N01AB08
sevoflurane,N01AB08
sevoflurane,N01AB08
sevoflurane,N01AB08
sevoflurane,N01AB08
sevoflurane,N01AB08
sevoflurane,N01AB08
sevoflurane,N01AB08
sevoflurane,N01AB08
sevoflurane,N01AB08
sevoflurane,N01AB08
sevoflurane,N01AB08
sevoflurane,N01AB08
sevoflurane,N01AB08
sevoflurane,N01AB08
sevoflurane,N01AB08
sevoflurane,N01AB08
sertraline,N06AB06
sertraline,N06AB06
sertraline,N06AB06
sertraline,N06AB06
sertraline,N06AB06
sertraline,N06AB06
selegiline,N04BD01
selegiline,N04BD01
selegiline,N04BD01
secobarbital,N05CA06
secobarbital,N05CA06
secobarbital,N05CA06
secobarbital,N05CA06
secobarbital,N05CA06
secobarbital,N05CA06
secobarbital,N05CA06
secobarbital,N05CA06
secobarbital,N05CA06
secobarbital,N05CA06
secobarbital,N05CA06
secobarbital,N05CA06
secobarbital,N05CA06
secobarbital,N05CA06
scopolamine,A04AD01 N05CM05 S01FA02
scopolamine,A04AD01 N05CM05 S01FA02
scopolamine,A04AD01 N05CM05 S01FA02
scopolamine,A04AD01 N05CM05 S01FA02
scopolamine,A04AD01 N05CM05 S01FA02
scopolamine,A04AD01 N05CM05 S01FA02
scopolamine,A04AD01 N05CM05 S01FA02
scopolamine,A04AD01 N05CM05 S01FA02
scopolamine,A04AD01 N05CM05 S01FA02
scopolamine,A04AD01 N05CM05 S01FA02
scopolamine,A04AD01 N05CM05 S01FA02
scopolamine,A04AD01 N05CM05 S01FA02
scopolamine,A04AD01 N05CM05 S01FA02
scopolamine,A04AD01 N05CM05 S01FA02
scopolamine,A04AD01 N05CM05 S01FA02
scopolamine,A04AD01 N05CM05 S01FA02
scopolamine,A04AD01 N05CM05 S01FA02
scopolamine,A04AD01 N05CM05 S01FA02
salmeterol,R03AC12
salmeterol,R03AC12
salmeterol,R03AC12
salmeterol,R03AC12
ropinirole,N04BC04
ropinirole,N04BC04
ropinirole,N04BC04
ropinirole,N04BC04
ropinirole,N04BC04
ropinirole,N04BC04
ropinirole,N04BC04
rofecoxib,M01AH02
rivastigmine,N06DA03
rivastigmine,N06DA03
rivastigmine,N06DA03
rivastigmine,N06DA03
risperidone,N05AX08
risperidone,N05AX08
risperidone,N05AX08
risperidone,N05AX08
risperidone,N05AX08
risperidone,N05AX08
risperidone,N05AX08
risperidone,N05AX08
risperidone,N05AX08
risperidone,N05AX08
risperidone,N05AX08
risperidone,N05AX08
risperidone,N05AX08
risperidone,N05AX08
risperidone,N05AX08
risperidone,N05AX08
risperidone,N05AX08
risperidone,N05AX08
risperidone,N05AX08
risperidone,N05AX08
risperidone,N05AX08
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
riluzole,N07XX02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
reserpine,C02AA02
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
rapamycin,L04AA10
ranitidine,A02BA02
ranitidine,A02BA02
ranitidine,A02BA02
ranitidine,A02BA02
ramipril,C09AA05
ramipril,C09AA05
ramipril,C09AA05
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
raloxifene,G03XC01
ephedrine,R01AA03 R01AB05 R03CA02 S01FB02 R01BA02
ephedrine,R01AA03 R01AB05 R03CA02 S01FB02 R01BA02
ephedrine,R01AA03 R01AB05 R03CA02 S01FB02 R01BA02
ephedrine,R01AA03 R01AB05 R03CA02 S01FB02 R01BA02
ephedrine,R01AA03 R01AB05 R03CA02 S01FB02 R01BA02
ephedrine,R01AA03 R01AB05 R03CA02 S01FB02 R01BA02
ephedrine,R01AA03 R01AB05 R03CA02 S01FB02 R01BA02
ephedrine,R01AA03 R01AB05 R03CA02 S01FB02 R01BA02
ephedrine,R01AA03 R01AB05 R03CA02 S01FB02 R01BA02
ephedrine,R01AA03 R01AB05 R03CA02 S01FB02 R01BA02
ephedrine,R01AA03 R01AB05 R03CA02 S01FB02 R01BA02
rabeprazole,A02BC04
rabeprazole,A02BC04
quinapril,C09AA06
quinapril,C09AA06
quinapril,C09AA06
quinapril,C09AA06
quinapril,C09AA06
quetiapine,N05AH04
quetiapine,N05AH04
quetiapine,N05AH04
quetiapine,N05AH04
quetiapine,N05AH04
quetiapine,N05AH04
quetiapine,N05AH04
quetiapine,N05AH04
quetiapine,N05AH04
mepyramine,D04AA02 R06AC01
mepyramine,D04AA02 R06AC01
mepyramine,D04AA02 R06AC01
mepyramine,D04AA02 R06AC01
mepyramine,D04AA02 R06AC01
mepyramine,D04AA02 R06AC01
pyridostigmine,N07AA02
pyridostigmine,N07AA02
pyridostigmine,N07AA02
pyridostigmine,N07AA02
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propranolol,C07AA05
propofol,N01AX10
propofol,N01AX10
propofol,N01AX10
propofol,N01AX10
propofol,N01AX10
propofol,N01AX10
propofol,N01AX10
propofol,N01AX10
propofol,N01AX10
propofol,N01AX10
propofol,N01AX10
propofol,N01AX10
propofol,N01AX10
propofol,N01AX10
propofol,N01AX10
propofol,N01AX10
propofol,N01AX10
propofol,N01AX10
propofol,N01AX10
propofol,N01AX10
propofol,N01AX10
propofol,N01AX10
propofol,N01AX10
propofol,N01AX10
propofol,N01AX10
propofol,N01AX10
propofol,N01AX10
propofol,N01AX10
propofol,N01AX10
propofol,N01AX10
propofol,N01AX10
P-4,G04BD06
P-4,G04BD06
propentofylline,N06BC02
propentofylline,N06BC02
propantheline,A03AB05
propantheline,A03AB05
propantheline,A03AB05
propafenone,C01BC03
promethazine,D04AA10 R06AD02
promethazine,D04AA10 R06AD02
promethazine,D04AA10 R06AD02
promethazine,D04AA10 R06AD02
promethazine,D04AA10 R06AD02
promethazine,D04AA10 R06AD02
promethazine,D04AA10 R06AD02
promethazine,D04AA10 R06AD02
promethazine,D04AA10 R06AD02
promethazine,D04AA10 R06AD02
promethazine,D04AA10 R06AD02
promethazine,D04AA10 R06AD02
promethazine,D04AA10 R06AD02
promethazine,D04AA10 R06AD02
promazine,N05AA03
promazine,N05AA03
promazine,N05AA03
promazine,N05AA03
promazine,N05AA03
promazine,N05AA03
proglumide,A02BX06
proglumide,A02BX06
proglumide,A02BX06
proglumide,A02BX06
proglumide,A02BX06
proglumide,A02BX06
proglumide,A02BX06
procyclidine,N04AA04
procyclidine,N04AA04
procyclidine,N04AA04
procyclidine,N04AA04
procyclidine,N04AA04
procyclidine,N04AA04
procyclidine,N04AA04
procyclidine,N04AA04
procyclidine,N04AA04
procyclidine,N04AA04
procyclidine,N04AA04
procyclidine,N04AA04
procyclidine,N04AA04
procyclidine,N04AA04
prochlorperazine,N05AB04
prochlorperazine,N05AB04
prochlorperazine,N05AB04
prochlorperazine,N05AB04
procaterol,R03AC16 R03CC08
procaterol,R03AC16 R03CC08
procaterol,R03AC16 R03CC08
procaterol,R03AC16 R03CC08
procaterol,R03AC16 R03CC08
procaterol,R03AC16 R03CC08
procaterol,R03AC16 R03CC08
procaterol,R03AC16 R03CC08
procaterol,R03AC16 R03CC08
procaterol,R03AC16 R03CC08
procaterol,R03AC16 R03CC08
procaterol,R03AC16 R03CC08
procaterol,R03AC16 R03CC08
procaterol,R03AC16 R03CC08
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procaine,C05AD05 N01BA02 S01HA05
procainamide,C01BA02
procainamide,C01BA02
procainamide,C01BA02
procainamide,C01BA02
procainamide,C01BA02
procainamide,C01BA02
procainamide,C01BA02
procainamide,C01BA02
procainamide,C01BA02
procainamide,C01BA02
procainamide,C01BA02
procainamide,C01BA02
procainamide,C01BA02
procainamide,C01BA02
procainamide,C01BA02
procainamide,C01BA02
procainamide,C01BA02
procainamide,C01BA02
procainamide,C01BA02
procainamide,C01BA02
procainamide,C01BA02
procainamide,C01BA02
procainamide,C01BA02
procainamide,C01BA02
procainamide,C01BA02
procainamide,C01BA02
procainamide,C01BA02
procainamide,C01BA02
procainamide,C01BA02
procainamide,C01BA02
probucol,C10AX02
probucol,C10AX02
probucol,C10AX02
probucol,C10AX02
probucol,C10AX02
probucol,C10AX02
probucol,C10AX02
probucol,C10AX02
probucol,C10AX02
probucol,C10AX02
probucol,C10AX02
probucol,C10AX02
probucol,C10AX02
probucol,C10AX02
probucol,C10AX02
probucol,C10AX02
probucol,C10AX02
probucol,C10AX02
probucol,C10AX02
probucol,C10AX02
probucol,C10AX02
probucol,C10AX02
probucol,C10AX02
probucol,C10AX02
probucol,C10AX02
probucol,C10AX02
probucol,C10AX02
probucol,C10AX02
probucol,C10AX02
probucol,C10AX02
probucol,C10AX02
probucol,C10AX02
probucol,C10AX02
